"last_name, first_name","player_id","year","player_age","pa","ab","hit","single","double","triple","home_run","strikeout","walk","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","isolated_power","babip","p_win","p_loss","p_era","p_hit_into_play","xslg","woba","xwoba","xiso","avg_swing_speed","fast_swing_rate","exit_velocity_avg","sweet_spot_percent","barrel_batted_rate","hard_hit_percent","avg_best_speed","avg_hyper_speed","whiff_percent","swing_percent","groundballs_percent","flyballs_percent","n_ff_formatted","n_sl_formatted","n_ch_formatted","n_cu_formatted","n_si_formatted","n_fc_formatted","n_fs_formatted","n_st_formatted","n_sv_formatted","n_fo_formatted","n_sc_formatted","n_fastball_formatted","n_breaking_formatted"
"Rasmussen, Drew",656876,2025,29,585,541,116,84,14,0,18,127,37,21.7,6.3,".214",".340",".271","0.611","0.126",".247","10","5","2.76","416",".375",".269",".291",".139","72.1",27.1,"90.6",29.6,6.3,43.3,"80.436147524","94.708687282",22.2,48.6,49.5,23.1,"35.2","0.2","1.2","4.3","22.9","31.4",,"4.7",,,,"89.6","9.2"
"Elder, Bryce",693821,2025,26,679,616,167,109,32,2,24,131,51,19.3,7.5,".271",".446",".331","0.777","0.175",".308","8","11","5.30","491",".448",".336",".335",".182","72.6",32.1,"90",34,7.7,43.8,"78.82004177","94.988058103",22.5,46.3,48.9,25.1,"12.3","35.1","10.5",,"42.1",,,,,,,"54.4","35.1"
"Martinez, Nick",607259,2025,34,683,621,158,91,44,1,22,116,42,17,6.1,".254",".435",".304","0.739","0.181",".276","11","14","4.45","519",".410",".317",".312",".153","71.9",24.2,"88.3",37,6.9,34.5,"78.23181311","93.267375748",19.9,47.1,39.3,27.7,"20.7","10.4","19.8","11","17.1","21",,,,,,"58.8","21.4"
"Zeferjahn, Ryan",666171,2025,27,256,216,49,29,8,0,12,73,34,28.5,13.3,".227",".431",".341","0.772","0.204",".280","6","5","4.74","145",".403",".335",".321",".186","71.2",18.9,"88.3",38.6,10.3,37.2,"77.010090845","93.863811135",30.3,45.3,37.2,35.2,"31.5","16.8",,,"0.6","21.9",,"26.8","2.4",,,"53.9","46.1"
"Cameron, Noah",702070,2025,25,556,509,109,72,17,2,18,114,43,20.5,7.7,".214",".361",".279","0.640","0.147",".241","9","7","2.99","396",".411",".281",".313",".166","71.9",24.7,"87.9",32.6,6.3,37.4,"76.19833699","93.899827391",26.6,47.2,42.2,26.8,"26.4","14.1","18.6","19.3",,"21.6",,,,,,"48","33.4"
"Weaver, Luke",596133,2025,31,262,236,46,26,10,0,10,72,20,27.5,7.6,".195",".364",".258","0.622","0.169",".229","4","4","3.62","168",".359",".269",".269",".166","72",24.2,"90",35.7,8.3,39.9,"79.999123333","94.278156886",31,52.6,27.4,39.9,"59.2","1.5","29.8",,,"9.4",,,,,,"68.6","1.5"
"Burke, Sean",680732,2025,25,596,522,131,77,30,1,23,133,63,22.3,10.6,".251",".444",".337","0.781","0.193",".293","4","11","4.22","393",".457",".340",".342",".211","71.6",23.5,"89.6",39.4,10.4,42.7,"78.283710052","94.73809907",25.1,46.9,36.1,32.1,"43.1","21.9","6.5","23.7","4.8",,,,,,,"47.9","45.6"
"Ross, Joe",605452,2025,32,228,202,57,31,17,1,8,39,18,17.1,7.9,".282",".495",".344","0.839","0.213",".308","2","1","5.12","168",".520",".356",".373",".234","71.3",21.3,"89.3",38.1,11.9,43.5,"77.508137349","94.873628303",22.4,50.8,46.4,25,"35.6","22","8.2","5.5","28.7",,,,,,,"64.3","27.5"
"Cantillo, Joey",676282,2025,25,401,357,78,50,18,0,10,108,42,26.9,10.5,".218",".353",".299","0.652","0.135",".282","5","3","3.21","251",".370",".289",".300",".141","71.4",22.2,"89.5",34.3,7.2,41.8,"78.3463956","94.47711972",29.7,43.2,41.4,25.9,"42","8.7","30.5","18.8",,,,,,,,"42","27.5"
"Detmers, Reid",672282,2025,25,266,238,58,43,9,0,6,80,25,30.1,9.4,".244",".357",".320","0.677","0.113",".340","5","3","3.96","159",".363",".295",".296",".132","71",18.3,"90.1",32.7,8.2,42.8,"79.347347848","94.748538662",32.7,49.7,45.3,23.3,"45.4","31.2","0.1","21.1","2.1",,,,,,,"47.6","52.4"
"Zerpa, Angel",672582,2025,25,275,247,67,43,17,0,7,58,22,21.1,8,".271",".425",".333","0.758","0.154",".326","5","2","4.18","193",".400",".330",".311",".154","70.6",14.1,"89.5",30.6,8.3,43,"78.207393191","94.766879415",16.4,43.3,63.7,16.1,"20.5","31.9","3.6",,"43.9",,,,,,,"64.4","31.9"
"Thielbar, Caleb",573204,2025,38,220,204,38,23,9,1,5,56,13,25.5,5.9,".186",".314",".232","0.546","0.128",".226","3","4","2.64","151",".321",".236",".247",".122","71.5",22.3,"87.9",29.8,6.6,31.8,"77.406978933","93.279437133",26.9,49.7,39.7,30.5,"41.8","14.7",,"28.1",,,,"15.4",,,,"41.8","58.2"
"Domínguez, Seranthony",622554,2025,30,261,222,44,31,8,0,5,79,36,30.3,13.8,".198",".302",".314","0.616","0.104",".281","4","4","3.16","144",".297",".280",".282",".099","71.3",22.5,"87.5",34.7,6.9,36.8,"76.211899028","93.430835764",33.3,44.6,43.1,21.5,"43.2",,,"4.9","13.4",,"16.6","21.8",,,,"56.7","26.7"
"Sears, JP",676664,2025,29,583,534,143,76,36,1,30,117,36,20.1,6.2,".268",".507",".319","0.826","0.239",".289","9","11","5.04","424",".446",".352",".319",".205","71.7",24.8,"89.2",33.5,9.4,39.4,"78.488716143","94.093992714",21.6,47.3,30.2,36.6,"40.1","6.8","15","3.6","6.8","0.7",,"27",,,,"47.5","37.5"
"Eflin, Zach",621107,2025,31,309,289,88,51,19,0,18,50,13,16.2,4.2,".304",".557",".336","0.893","0.253",".313","6","5","5.93","244",".469",".378",".327",".203","72.3",27,"89.6",34,9.4,40.6,"78.828693833","94.433231088",20.5,50.1,42.2,29.5,"13.2",,"16.6","16.1","18.2","21.7",,"14.2",,,,"53.1","30.3"
"Spence, Mitch",687765,2025,27,375,342,96,60,20,0,16,66,26,17.6,6.9,".281",".480",".337","0.817","0.199",".305","3","6","5.10","278",".508",".350",".363",".224","72.1",27.9,"90.2",37.8,11.9,42.8,"79.322783986","94.752186945",25.7,50.8,43.9,25.2,,"26.8","1","17.6","9.4","45.2",,,,,,"54.6","44.3"
"Duran, Jhoan",661395,2025,27,287,263,58,47,8,0,3,80,19,27.9,6.6,".221",".285",".279","0.564","0.064",".302","7","6","2.06","185",".297",".248",".248",".087","71.6",22.9,"89.4",22.2,4.3,41.6,"77.695448478","94.76861306",30.8,53.2,65.4,15.1,"35.1",,,"19.1","39.9",,,"5.9",,,,"75","25"
"Bird, Jake",656234,2025,29,248,217,60,40,12,1,7,66,25,26.6,10.1,".276",".438",".355","0.793","0.162",".361","4","2","5.53","154",".374",".340",".305",".139","71.2",18.4,"88.5",34.4,8.4,42.9,"76.501208701","94.353653247",28.1,43.9,46.1,24,"0.6",,,"22.7","33.6","2.5",,"40.5",,,,"36.8","63.2"
"Gallen, Zac",668678,2025,29,813,737,176,104,37,4,31,175,66,21.5,8.1,".239",".426",".303","0.729","0.187",".271","13","15","4.83","568",".434",".315",".320",".192","72",27.8,"90.1",34.3,9.7,43,"79.464557057","94.701400977",23.7,44.9,44.4,30.3,"45","7.2","16","23.5","2.5","5.8",,,,,,"53.3","30.7"
"Berríos, José",621244,2025,31,698,632,160,102,30,2,26,138,56,19.8,8,".253",".430",".320","0.750","0.177",".285","9","5","4.17","497",".455",".325",".337",".199","72.5",27.7,"90.3",32.6,11.3,42.5,"79.761456829","94.705282256",22,46.1,42.3,27.4,"17.9",,"16.8",,"33.6","5.8",,,"25.9",,,"57.3","25.9"
"Yarbrough, Ryan",642232,2025,33,264,242,58,37,7,1,13,55,19,20.8,7.2,".240",".438",".299","0.737","0.198",".257","3","1","4.36","188",".422",".318",".320",".166","71.6",22,"86.1",39.9,6.9,34,"73.70416266","93.280751497",26.6,45.5,39.4,31.4,"13.9",,"20.6",,"20.4","25.9",,"19.4",,,,"60.1","19.4"
"Buehler, Walker",621111,2025,30,564,490,130,91,16,1,22,92,60,16.3,10.6,".265",".437",".357","0.794","0.172",".286","10","7","4.93","400",".450",".348",".355",".182","72.2",28,"87.9",35.8,9.5,37.8,"75.994121608","94.03109665",19.2,44.6,42.5,24,"25.3","14.8","6.9","12.9","16.4","16.9",,"6.9",,,,"58.6","34.5"
"Suarez, Ranger",624133,2025,29,651,602,154,113,25,2,14,151,38,23.2,5.8,".256",".374",".305","0.679","0.118",".318","12","8","3.20","456",".351",".298",".278",".125","71.9",25.2,"86.5",29.2,5.5,31.1,"74.916710313","93.042499196",22.2,47.9,48,24.8,"14.5","4.1","19.1","16.1","28.6","17.6",,,,,,"60.7","20.2"
"Estrada, Jeremiah",669093,2025,26,304,269,58,36,9,1,12,108,27,35.5,8.9,".216",".390",".291","0.681","0.174",".303","4","5","3.45","166",".325",".295",".260",".143","70.7",19.7,"90.1",33.1,9,39.2,"80.16923","94.230622317",34.9,51.9,35.5,30.1,"56.8","20",,,,,"23.2",,,,,"56.8","20"
"Pagán, Emilio",641941,2025,34,270,244,41,20,11,0,10,81,22,30,8.1,".168",".336",".241","0.577","0.168",".200","2","4","2.88","165",".346",".254",".266",".165","72",25.8,"88.9",30.3,9.1,37,"78.859637439","93.705661043",29.2,53.2,29.1,38.8,"61.2",,,,,"18.6","20.1",,,,,"79.9",
"Eovaldi, Nathan",543135,2025,35,496,463,90,59,20,1,10,129,21,26,4.2,".194",".307",".239","0.546","0.113",".245","11","3","1.73","338",".358",".240",".272",".139","72.2",28.4,"88.6",31.4,7.4,38.5,"77.481805","93.954033855",27.7,50.7,51.2,24.9,"22.5","1.2",,"19.7","5.1","20.1","31.4",,,,,"47.6","20.9"
"Bender, Anthony",669622,2025,30,204,181,32,21,7,1,3,42,21,20.6,10.3,".177",".276",".270","0.546","0.099",".213","3","5","2.16","139",".365",".245",".294",".150","71.4",20.6,"89.6",23.7,7.2,44.6,"78.707356957","94.508008759",20.6,41.5,48.9,30.2,"1.3","22.3","3.6",,"26.8",,,"46",,,,"28.1","68.3"
"Peralta, Wandy",593974,2025,33,313,277,66,46,13,2,5,63,30,20.1,9.6,".238",".354",".315","0.669","0.116",".289","6","1","3.14","218",".386",".293",".311",".133","72.6",28.2,"87.6",29.4,6.9,36.2,"75.314537685","94.024205442",29,48.5,59.6,17.9,"3.3","16.6","34.5",,"45.5",,,,,,,"48.9","16.6"
"Festa, Matt",670036,2025,32,226,199,44,33,6,1,4,56,15,24.8,6.6,".221",".322",".288","0.610","0.101",".282","5","4","4.12","150",".341",".268",".290",".109","71.3",19.7,"87.4",36,6,34,"76.399022192","93.278516621",27.3,51.5,42.7,23.3,"39.5",,,,"8.1","14.2",,"38.2",,,,"61.8","38.2"
"Flaherty, Jack",656427,2025,29,681,614,147,92,31,1,23,188,59,27.6,8.7,".239",".406",".311","0.717","0.167",".307","8","15","4.64","429",".406",".313",".310",".173","71.8",24.1,"89.7",37.8,10.3,43.8,"78.732208967","94.724612024",27.3,45.6,37.1,29.1,"46.9","23.6","2.5","25.4","1.6",,,,,,,"48.5","49"
"Weissert, Greg",669711,2025,30,278,251,57,37,14,0,6,57,21,20.5,7.6,".227",".355",".292","0.647","0.128",".268","6","6","2.82","197",".371",".284",".289",".151","71.5",22.2,"89.8",35.5,7.6,38.6,"80.156528265","94.000111026",22.4,46.7,41.6,27.9,"33.4","16.2","9.7","4","27.8",,,"8.9",,,,"61.2","29.1"
"Taillon, Jameson",592791,2025,33,519,489,110,61,23,2,24,98,27,18.9,5.2,".225",".427",".265","0.692","0.202",".234","11","7","3.68","394",".424",".297",".305",".183","71.9",24.6,"88.3",33,8.1,38.3,"77.113366359","93.815742513",20.8,48.5,34.3,32.2,"37.9",,"11.2","13.3","7.4","14.6",,"15.6",,,,"60","28.9"
"Imanaga, Shota",684007,2025,31,567,537,117,65,20,1,31,117,26,20.6,4.6,".218",".432",".254","0.686","0.214",".220","9","8","3.73","423",".469",".293",".313",".236","72.6",28.9,"90.7",34.3,11.6,43.5,"80.551815288","94.869016506",24.6,53.8,30,39.5,"48.7","0.6",,"1.6","1.2",,"31.4","16.5",,,,"49.9","18.7"
"Erceg, Lucas",668674,2025,30,249,227,54,40,9,1,4,48,18,19.3,7.2,".238",".339",".305","0.644","0.101",".286","8","4","2.64","179",".388",".283",".305",".141","71.5",22.8,"89.1",27.9,7.3,37.4,"77.802849663","94.233063785",24.7,48.7,52,19,"30","29.4","16.7",,"23.9",,,,,,,"53.9","29.4"
"Santillan, Tony",663574,2025,28,301,265,53,33,11,2,7,75,29,24.9,9.6,".200",".336",".290","0.626","0.136",".250","1","5","2.44","192",".404",".280",".322",".160","71.4",20,"91.8",35.1,8.4,45.5,"81.403418298","95.576007872",27,49.7,37.7,23,"65","13.4","0.1",,,,,,"21.5",,,"65","35"
"Gil, Luis",661563,2025,27,244,208,47,28,14,0,5,41,33,16.8,13.5,".226",".365",".332","0.697","0.139",".256","4","1","3.32","169",".420",".311",".342",".166","72.3",28.1,"90.5",35.5,8.3,42.6,"80.108893882","94.765663491",21.5,44,32,29.6,"50.6","25.8","23.6",,,,,,,,,"50.6","25.8"
"Uribe, Abner",682842,2025,25,298,263,51,43,4,0,4,90,27,30.2,9.1,".194",".255",".284","0.539","0.061",".278","3","2","1.67","175",".280",".247",".260",".077","71.1",20,"86.2",28.6,2.9,34.9,"73.561736941","93.438742544",32,45.7,54.3,16,"2.1","46",,,"51.8",,,,,,,"54","46"
"Evans, Logan",688138,2025,24,350,313,82,52,15,2,13,59,31,16.9,8.9,".262",".447",".335","0.782","0.185",".285","6","5","4.32","256",".466",".339",".350",".194","72.4",28.3,"89.9",36.3,10.5,42.6,"79.041787969","94.565172078",19.4,45,40.2,25,"11",,"12.2","9.8","16.9","26.6",,"23.5",,,,"54.5","33.3"
"Montero, Keider",672456,2025,24,389,355,95,65,13,1,16,72,31,18.5,8,".268",".445",".330","0.775","0.177",".296","5","3","4.37","284",".446",".337",".333",".186","71.8",23.3,"89.1",37.7,8.1,39.4,"78.2070475","94.272348602",19.8,47.7,41.2,27.1,"30.8","21.9","12.8","14.5","19.9",,,"0.1",,,,"50.6","36.5"
"Rocker, Kumar",677958,2025,25,287,256,71,45,12,3,11,56,23,19.5,8,".277",".477",".343","0.820","0.200",".313","4","5","5.74","204",".492",".352",".364",".213","71.9",26.4,"91.2",34.8,11.8,47.5,"79.800612673","95.797203564",24.9,50,49,23,"20.2","16","6.1","6.3","26","25.4",,,,,,"71.6","22.3"
"King, Michael",650633,2025,30,308,277,62,38,12,0,12,76,26,24.7,8.4,".224",".397",".299","0.696","0.173",".263","5","3","3.44","202",".427",".305",".320",".195","71.5",20.3,"87.8",35.1,11.4,38.1,"75.256827327","94.366145373",25.8,44.1,39.1,30.2,"24.4","5.7","21.4",,"29.5",,,"19",,,,"53.9","24.7"
"Abbott, Andrew",671096,2025,26,684,631,148,99,29,1,19,149,43,21.8,6.3,".235",".374",".285","0.659","0.139",".276","10","7","2.87","489",".385",".288",".294",".152","72.2",27.4,"87.8",34.8,8,33.7,"77.083824","93.25435499",24,50,32.9,32.9,"47.2",,"19.6","15.1",,"4.3",,"13.8",,,,"51.5","28.9"
"Bergert, Ryan",686701,2025,25,323,284,61,39,13,1,8,73,35,22.6,10.8,".215",".352",".302","0.654","0.137",".260","2","2","3.66","214",".410",".290",".322",".172","71.7",19,"90",40.7,7,36.4,"80.998547642","93.790266132",23.9,46.9,29.4,36.9,"42.5","24.8","7.5","0.6","6.6",,,"18",,,,"49.1","43.4"
"Parker, Mitchell",680730,2025,25,725,653,178,106,43,4,25,103,58,14.2,8,".273",".466",".331","0.797","0.193",".287","9","16","5.68","560",".507",".342",".370",".210","72.1",26.9,"92.3",37.5,9.6,50,"82.502658484","95.835160597",19.6,51.2,37.7,27.9,"55.5","12.1",,"22",,,"10.5",,,,,"55.5","34"
"Warren, Will",701542,2025,26,711,631,158,100,32,4,22,171,65,24.1,9.1,".250",".418",".320","0.738","0.168",".304","9","8","4.44","470",".426",".321",".330",".175","72",25,"91",36,10.9,45.3,"80.374098233","95.303643801",24.6,42.8,42.8,25.5,"41.6",,"9.8","7","21",,,"20.6",,,,"62.6","27.6"
"Holton, Tyler",663947,2025,29,312,287,65,43,7,0,15,64,17,20.5,5.4,".226",".408",".266","0.674","0.182",".236","6","5","3.66","231",".414",".288",".303",".164","71.9",25.6,"87.7",31.2,8.2,37.7,"75.511923982","94.106642522",24.6,47.6,48.1,23.8,"11.3",,"14.6","3.5","21.8","30.2",,"18.6",,,,"63.3","22.1"
"Heaney, Andrew",571760,2025,34,536,479,129,69,34,1,25,86,40,16,7.5,".269",".501",".335","0.836","0.232",".280","5","10","5.52","401",".492",".357",".362",".208","72.1",27.6,"90.2",37.7,10.2,43.6,"79.264750152","94.947389467",19.9,47.5,37.9,27.4,"43.6","16.4","17.3","11.4","11.3",,,,,,,"54.9","27.8"
"Littell, Zack",641793,2025,29,759,712,174,104,33,1,36,130,32,17.1,4.2,".244",".445",".282","0.727","0.201",".250","10","8","3.81","588",".459",".311",".323",".204","72.3",28.7,"90.2",32.7,9.9,40.9,"80.190668797","94.458762186",20.4,51.8,40.7,27.8,"23.9","27.5",,,"15.8",,"27.3","5.4",,,,"39.7","32.9"
"Schlittler, Cam",693645,2025,24,304,267,58,42,8,0,8,84,31,27.6,10.2,".217",".337",".309","0.646","0.120",".284","4","3","2.96","184",".384",".291",".315",".154","72",28.4,"89",41.3,8.2,40.2,"78.249297826","94.098445683",26.1,50.1,36.4,26.6,"55.9","1.2",,"14.8","6.1","19.7",,"2.3",,,,"81.6","18.4"
"Bassitt, Chris",605135,2025,36,736,667,174,118,31,3,22,166,52,22.6,7.1,".261",".415",".325","0.740","0.154",".315","11","9","3.96","505",".400",".324",".316",".149","71.5",22.6,"87.7",34.5,8.5,36.6,"75.618546494","93.913717565",23.3,46.8,46.1,21.6,"9.3","2.9","3.7","16.2","41.7","16.8","3.6","5.8",,,,"67.8","24.9"
"Bachar, Lake",669199,2025,30,296,258,55,33,9,3,10,75,30,25.3,10.1,".213",".388",".298","0.686","0.175",".254","8","2","3.93","188",".441",".296",".327",".213","71.6",20.5,"90.3",38.3,10.6,41.5,"80.383076196","94.506561793",30.2,46.3,35.1,28.7,"37.2","23.3",,,,,"12.2","27.4",,,,"37.2","50.7"
"Mize, Casey",663554,2025,28,627,581,153,98,30,4,21,139,36,22.2,5.7,".263",".437",".307","0.744","0.174",".309","14","6","3.87","449",".413",".319",".298",".177","72.4",28.4,"90",36.1,9.1,42.5,"79.394689775","94.590713063",24.1,49.6,40.3,29.2,"33.6","16.3",,,"12.6",,"24.2",,"13.3",,,"46.2","29.6"
"Soto, Gregory",642397,2025,30,279,241,62,49,9,0,4,70,24,25.1,8.6,".257",".344",".349","0.693","0.087",".343","1","5","4.18","174",".344",".312",".305",".106","71.3",16.6,"88.9",33.9,4,37.9,"77.394929176","94.241314176",29.9,47,44.8,24.1,"7.1","34.7",,,"52.5",,"0.4","5.3",,,,"59.6","40.1"
"Vodnik, Victor",680767,2025,25,215,188,45,29,11,1,4,49,26,22.8,12.1,".239",".372",".330","0.702","0.133",".301","4","3","3.02","140",".394",".308",".317",".161","71.9",28.8,"91",31.4,8.6,48.6,"79.951584143","95.651511583",26.5,44,54.3,22.1,"55.6","12.8","26.1",,"0.4","5",,,,,,"61","12.8"
"Crochet, Garrett",676979,2025,26,814,762,165,111,28,2,24,255,46,31.3,5.7,".217",".353",".264","0.617","0.136",".291","18","5","2.59","510",".347",".270",".266",".137","72",26.6,"87.7",32.2,7.3,37.3,"75.538655219","93.9771349",29.4,51.8,49.3,23,"36.2",,"2.5",,"15.8","27.8","1.7","15.9",,,,"79.8","15.9"
"Boyd, Matthew",571510,2025,34,718,656,154,107,25,3,19,154,42,21.4,5.8,".235",".369",".288","0.657","0.134",".276","14","8","3.21","513",".398",".287",".301",".158","71.8",23.6,"88.5",31.4,9,38,"77.347035336","93.962286673",23.1,51.5,39,30.4,"47.1","14.9","23.7","11.3","3",,,,,,,"50.1","26.2"
"Schmidt, Clarke",657376,2025,29,316,282,56,33,12,2,9,73,30,23.1,9.5,".199",".351",".276","0.627","0.152",".233","4","4","3.32","212",".339",".277",".272",".141","72.5",29,"88.1",32.5,6.6,35.4,"77.140581038","93.721791185",26.6,47.6,33,31.6,"7.6","12.9",,"18.2","8.3","40.9",,"12.2",,,,"56.8","43.2"
"Miller, Bryce",682243,2025,26,392,348,93,53,22,1,17,74,34,18.9,8.7,".267",".483",".333","0.816","0.216",".290","4","6","5.68","280",".463",".349",".351",".189","71.8",25.8,"92.4",34.3,9.3,48.6,"82.570913551","95.807492873",24.2,50.9,39.3,25.7,"40.9","7.7",,"10.8","16.5","1.1","18.7","4.3",,,,"58.6","22.7"
"McGreevy, Michael",700241,2025,24,400,373,100,69,15,4,12,58,20,14.5,5,".268",".426",".309","0.735","0.158",".289","8","4","4.42","319",".457",".318",".333",".183","71.4",21,"90.5",33.2,8.8,40.1,"79.891822152","94.840920349",19.2,45.9,48,24.1,"25.5","0.2","10","12.1","22.2","9.8",,"20.2",,,,"57.5","32.5"
"Springs, Jeffrey",605488,2025,32,713,647,153,89,36,0,28,138,54,19.4,7.6,".236",".422",".295","0.717","0.186",".256","11","11","4.11","518",".431",".309",".321",".182","71.4",21.6,"88.3",38.2,8.1,37.3,"76.965319805","93.911262183",26,46.3,31.9,29.5,"42.5","20.2","25.3",,,"5.9",,"6.1",,,,"48.4","26.3"
"Palencia, Daniel",694037,2025,25,215,196,44,30,6,3,5,61,16,28.4,7.4,".224",".362",".288","0.650","0.138",".298","1","6","2.91","136",".354",".284",".282",".130","70.9",19.2,"90.1",38.2,4.4,48.5,"80.17049","94.70085791",27.5,51,39.7,25.7,"71.6","23.1",,"0.4","0.4",,"4.6",,,,,"71.9","23.4"
"Wacha, Michael",608379,2025,33,716,658,166,116,29,6,15,126,45,17.6,6.3,".252",".383",".302","0.685","0.131",".290","10","13","3.86","540",".421",".299",".317",".164","71.9",25.8,"87.5",36.7,7.4,34.6,"76.056574508","93.523519129",21.3,50.4,37.8,27.2,"27","12.2","25.4","7.7","12.7","15",,,,,,"54.7","19.9"
"Pfaadt, Brandon",694297,2025,26,767,710,198,118,51,3,26,147,37,19.2,4.8,".279",".469",".323","0.792","0.190",".317","13","9","5.25","570",".494",".339",".352",".210","72.4",29.4,"90.8",39.1,10.9,45.8,"79.642424366","95.370126614",22.1,49.2,42.3,23.9,"23.4",,"15.7","9.8","23.5","9.2",,"18.6",,,,"56","28.3"
"Wheeler, Zack",554430,2025,35,585,542,107,65,21,2,19,195,33,33.3,5.6,".197",".349",".253","0.602","0.152",".267","10","5","2.71","349",".313",".263",".247",".124","71.7",24.4,"87.4",36.7,7.2,34.1,"76.480608966","93.227809971",31.5,50.3,41.5,28.4,"40.9",,,"9.7","17.1","8.6","8.9","14.9",,,,"66.6","24.6"
"Jackson, Luke",592426,2025,33,219,182,41,33,4,0,4,38,28,17.4,12.8,".225",".313",".333","0.646","0.088",".259","2","5","4.06","150",".399",".286",".321",".160","71.9",23.9,"90.8",28,6.7,44,"80.147962466","95.393444932",22.7,46.7,52.7,22,"34.1","49.5","0.1","15.5",,"0.8",,,,,,"34.9","65"
"Harris, Hogan",663687,2025,28,277,239,54,37,12,0,5,65,33,23.5,11.9,".226",".339",".319","0.658","0.113",".285","2","1","3.20","178",".353",".289",".305",".114","70.6",18.4,"88",34.8,5.6,32.6,"77.910871023","93.049922557",23,45.6,34.8,28.7,"56.7","1.6","13.2","22.8",,"2.7",,"3.1",,,,"59.4","27.5"
"Pérez, Martín",527048,2025,34,228,202,40,23,10,1,6,44,22,19.3,9.6,".198",".347",".281","0.628","0.149",".221","1","6","3.54","160",".492",".278",".354",".243","72.4",27.3,"88.2",33.1,15,39.4,"76.05609725","94.398870189",20.9,42.4,38.8,31.9,"3.5",,"28.8","8.3","31","28.3",,,,,,"62.9","8.3"
"Gibson, Cade",806188,2025,27,230,201,44,31,9,1,3,43,21,18.7,9.1,".219",".318",".310","0.628","0.099",".263","4","5","2.63","160",".348",".279",".304",".103","71.8",25.7,"87.9",31.3,5.6,37.5,"76.765823038","93.675747975",22.3,42.5,51.9,17.5,"9.5","9.6","14.5","28.5","23.7",,,"14.2",,,,"33.1","52.3"
"Blalock, Bradley",687134,2025,24,275,243,85,59,9,0,17,27,23,9.8,8.4,".350",".597",".405","1.002","0.247",".333","2","6","9.36","222",".591",".423",".409",".269","71.8",25.1,"91.4",36.5,12.2,45.9,"80.714571545","95.462649636",15.9,47.5,40.5,31.1,"46.5","15.7",,"12.9",,"9.8","15.2",,,,,"56.2","28.6"
"Kochanowicz, Jack",686799,2025,24,512,440,136,100,14,1,21,72,58,14.1,11.3,".309",".489",".393","0.882","0.180",".325","3","11","6.81","375",".469",".379",".368",".182","72.5",30.4,"92.1",28,9.3,49.6,"81.746029301","95.756225538",20.8,47.6,52.5,23.5,"18.7","14.7","14",,"47",,,"5.5",,,,"65.7","20.2"
"Chivilli, Angel",683409,2025,22,275,246,76,51,12,0,13,43,23,15.6,8.4,".309",".516",".382","0.898","0.207",".332","1","5","7.06","203",".478",".387",".357",".208","71.5",21.5,"89.9",31.5,9.9,42.9,"78.22648598","95.137926207",29.7,50.1,49.8,23.2,"45.9","17.5","36.6",,,,,,,,,"45.9","17.5"
"Walker, Ryan",676254,2025,29,266,236,60,41,14,1,4,60,18,22.6,6.8,".254",".373",".326","0.699","0.119",".322","5","7","4.11","180",".368",".306",".305",".117","70.6",19.8,"87",31.1,5,35.6,"74.906653218","93.548727356",21.6,43.2,50,18.9,,"37.5",,,"62.5",,,,,,,"62.5","37.5"
"Gordon, Tanner",685299,2025,27,337,316,96,59,18,3,16,62,17,18.4,5,".304",".532",".344","0.876","0.228",".335","6","8","6.33","255",".530",".374",".368",".237","72.1",26.6,"90.1",42.4,11.4,41.2,"78.86339336","94.88351372",18,53.2,35.3,29.4,"52.8","25","21.1","1",,,,,,,,"52.8","26"
"Hanifee, Brenan",669724,2025,27,260,243,65,46,14,2,3,40,14,15.4,5.4,".267",".379",".312","0.691","0.112",".308","3","3","3.00","204",".418",".299",".315",".147","71.6",24.8,"90.5",29.9,6.9,44.6,"79.52943396","95.089713762",16.1,45.2,55.4,17.6,"12.1","21.1","4.2",,"62.6",,,,,,,"74.6","21.1"
"Bradley, Taj",671737,2025,24,605,539,131,84,27,1,19,127,56,21,9.3,".243",".403",".316","0.719","0.160",".281","6","8","5.05","418",".405",".314",".314",".168","72.3",27.1,"89.2",31.8,7.2,39.9,"78.130635","94.199846238",23.6,48.3,43.3,26.6,"38.6",,,"14.7","8.9","22.6","15.1",,,,,"70.1","14.7"
"Bellozo, Valente",678368,2025,25,348,316,85,54,15,1,15,54,23,15.5,6.6,".269",".465",".324","0.789","0.196",".280","1","4","4.65","266",".510",".339",".350",".250","72.1",27.3,"89.7",33.8,11.7,41.4,"78.850661515","94.487669696",20.2,49.9,32,38,"28.7",,"14.4","4.5",,"35","1.8","15.5",,,,"63.8","20"
"Casparius, Ben",676508,2025,26,333,307,78,47,22,1,8,71,21,21.3,6.3,".254",".410",".307","0.717","0.156",".306","7","5","4.64","238",".393",".312",".300",".153","71.1",22,"87.5",31.9,7.1,31.9,"77.195546356","92.986533941",27.6,49.7,34,31.5,"30.3",,,"14.4","1.3","21.9",,"32.2",,,,"53.4","46.6"
